target,output,train_id,test_id
0.6000000000000001,0.614398717880249,0.0,1.0
0.6000000000000001,0.4584643840789795,0.0,1.0
0.6000000000000001,0.5592963099479675,0.0,1.0
0.6000000000000001,0.5236151218414307,0.0,1.0
0.6000000000000001,0.5236151218414307,0.0,1.0
0.6000000000000001,0.5592963099479675,0.0,1.0
0.6000000000000001,0.4716547429561615,0.0,1.0
0.6000000000000001,0.614398717880249,0.0,1.0
0.6000000000000001,0.4584643840789795,0.0,1.0
0.6000000000000001,0.582148015499115,0.0,1.0
0.3999999999999999,0.498260498046875,0.0,1.0
0.3999999999999999,0.4877954125404358,0.0,1.0
0.3999999999999999,0.5836405158042908,0.0,1.0
0.8,0.7611345052719116,0.0,1.0
0.3999999999999999,0.47651034593582153,0.0,1.0
0.8,0.6944684386253357,0.0,1.0
0.6000000000000001,0.42681819200515747,0.0,1.0
1.0,0.7070587277412415,0.0,1.0
0.6000000000000001,0.5466501712799072,0.0,1.0
0.3999999999999999,0.4680040180683136,0.0,1.0
1.0,0.7070587277412415,0.0,1.0
0.8,0.5658215284347534,0.0,1.0
1.0,0.6321725249290466,0.0,1.0
0.3999999999999999,0.3318077325820923,0.0,1.0
0.6000000000000001,0.4998289942741394,0.0,1.0
0.6000000000000001,0.5246603488922119,0.0,1.0
0.6000000000000001,0.5562191605567932,0.0,1.0
0.6000000000000001,0.6099205613136292,0.0,1.0
0.6000000000000001,0.564649224281311,0.0,1.0
0.8,0.7281630039215088,0.0,1.0
0.6000000000000001,0.5382928252220154,0.0,1.0
0.6000000000000001,0.47088029980659485,0.0,1.0
0.6000000000000001,0.5859323740005493,0.0,1.0
0.6000000000000001,0.619127094745636,0.0,1.0
0.3999999999999999,0.49138301610946655,0.0,1.0
0.3999999999999999,0.6097789406776428,0.0,1.0
0.3999999999999999,0.49575337767601013,0.0,1.0
0.6000000000000001,0.5799203515052795,0.0,1.0
0.3999999999999999,0.5858332514762878,0.0,1.0
0.3999999999999999,0.5858332514762878,0.0,1.0
0.6000000000000001,0.5603811740875244,0.0,1.0
0.6000000000000001,0.555140495300293,0.0,1.0
0.6000000000000001,0.48906493186950684,0.0,1.0
0.6000000000000001,0.5246107578277588,0.0,1.0
0.6000000000000001,0.5263710618019104,0.0,1.0
0.8,0.5852396488189697,0.0,1.0
0.19999999999999996,0.43817073106765747,0.0,1.0
0.3999999999999999,0.4326353967189789,0.0,1.0
0.6000000000000001,0.48906493186950684,0.0,1.0
0.3999999999999999,0.5635198950767517,0.0,1.0
0.6000000000000001,0.61695796251297,0.0,1.0
0.8,0.6147406101226807,0.0,1.0
0.8,0.6148683428764343,0.0,1.0
0.6000000000000001,0.6452575922012329,0.0,1.0
0.6000000000000001,0.5790136456489563,0.0,1.0
0.6000000000000001,0.5816925764083862,0.0,1.0
0.6000000000000001,0.5520333051681519,0.0,1.0
0.6000000000000001,0.5008158087730408,0.0,1.0
0.6000000000000001,0.4833487272262573,0.0,1.0
0.6000000000000001,0.6246329545974731,0.0,1.0
0.6000000000000001,0.6276176571846008,0.0,1.0
0.6000000000000001,0.5008158087730408,0.0,1.0
0.3999999999999999,0.40293794870376587,0.0,1.0
0.6000000000000001,0.4833487272262573,0.0,1.0
0.6000000000000001,0.5567074418067932,0.0,1.0
0.3999999999999999,0.38992637395858765,0.0,1.0
0.8,0.7323216199874878,0.0,1.0
0.3999999999999999,0.45063522458076477,0.0,1.0
1.0,0.6526703238487244,0.0,1.0
0.3999999999999999,0.5401826500892639,0.0,1.0
0.6000000000000001,0.49203556776046753,0.0,1.0
0.3999999999999999,0.4488082230091095,0.0,1.0
0.3999999999999999,0.5085940957069397,0.0,1.0
0.6000000000000001,0.371131956577301,0.0,1.0
1.0,0.6526703238487244,0.0,1.0
0.3999999999999999,0.5401826500892639,0.0,1.0
0.8,0.7199540734291077,0.0,1.0
0.8,0.651952862739563,0.0,1.0
0.3999999999999999,0.5581697225570679,0.0,1.0
0.3999999999999999,0.43153655529022217,0.0,1.0
0.6000000000000001,0.6655997037887573,0.0,1.0
0.6000000000000001,0.6052195429801941,0.0,1.0
0.3999999999999999,0.4958544075489044,0.0,1.0
0.6000000000000001,0.49617838859558105,0.0,1.0
0.3999999999999999,0.42716461420059204,0.0,1.0
0.6000000000000001,0.42575603723526,0.0,1.0
0.6000000000000001,0.4256890118122101,0.0,1.0
0.6000000000000001,0.48409906029701233,0.0,1.0
0.3999999999999999,0.42716461420059204,0.0,1.0
0.6000000000000001,0.42575603723526,0.0,1.0
0.6000000000000001,0.4256890118122101,0.0,1.0
0.3999999999999999,0.4518405497074127,0.0,1.0
0.8,0.7584356665611267,0.0,1.0
0.8,0.7612231969833374,0.0,1.0
0.8,0.699519693851471,0.0,1.0
0.6000000000000001,0.5683478713035583,0.0,1.0
0.6000000000000001,0.4106655716896057,0.0,1.0
0.8,0.49062424898147583,0.0,1.0
0.19999999999999996,0.27582770586013794,0.0,1.0
0.6000000000000001,0.4106655716896057,0.0,1.0
0.3999999999999999,0.585874080657959,0.0,1.0
0.3999999999999999,0.5620791912078857,0.0,1.0
0.3999999999999999,0.4799773395061493,0.0,1.0
0.3999999999999999,0.48743781447410583,0.0,1.0
0.3999999999999999,0.585874080657959,0.0,1.0
0.6000000000000001,0.6378198266029358,0.0,1.0
0.3999999999999999,0.5620791912078857,0.0,1.0
0.6000000000000001,0.5818700790405273,0.0,1.0
0.6000000000000001,0.5818700790405273,0.0,1.0
0.3999999999999999,0.5355653762817383,0.0,1.0
0.6000000000000001,0.6496061682701111,0.0,1.0
0.3999999999999999,0.6385517120361328,0.0,1.0
0.3999999999999999,0.4452607333660126,0.0,1.0
0.3999999999999999,0.47223252058029175,0.0,1.0
0.3999999999999999,0.47223252058029175,0.0,1.0
0.19999999999999996,0.29575565457344055,0.0,1.0
0.6000000000000001,0.625621497631073,0.0,1.0
0.6000000000000001,0.6608210802078247,0.0,1.0
0.3999999999999999,0.4452607333660126,0.0,1.0
0.3999999999999999,0.4511915445327759,0.0,1.0
0.3999999999999999,0.47721779346466064,0.0,1.0
0.3999999999999999,0.6232559680938721,0.0,1.0
0.3999999999999999,0.591661810874939,0.0,1.0
0.6000000000000001,0.5096935629844666,0.0,1.0
0.6000000000000001,0.616897702217102,0.0,1.0
0.6000000000000001,0.6882182359695435,0.0,1.0
0.3999999999999999,0.5778676867485046,0.0,1.0
0.8,0.5303060412406921,0.0,1.0
0.8,0.6332119703292847,0.0,1.0
0.6000000000000001,0.6238664388656616,0.0,1.0
0.3999999999999999,0.5000202059745789,0.0,1.0
0.8,0.5303060412406921,0.0,1.0
0.3999999999999999,0.4684055745601654,0.0,1.0
0.3999999999999999,0.4971246123313904,0.0,1.0
0.3999999999999999,0.4900670349597931,0.0,1.0
0.3999999999999999,0.5367771983146667,0.0,1.0
0.6000000000000001,0.5864136219024658,0.0,1.0
0.3999999999999999,0.4227032959461212,0.0,1.0
0.8,0.6521490812301636,0.0,1.0
0.6000000000000001,0.6126839518547058,0.0,1.0
0.3999999999999999,0.5173451900482178,0.0,1.0
0.3999999999999999,0.4227032959461212,0.0,1.0
0.6000000000000001,0.6406769156455994,0.0,1.0
0.6000000000000001,0.5462011694908142,0.0,1.0
0.6000000000000001,0.5967950224876404,0.0,1.0
0.6000000000000001,0.5813359022140503,0.0,1.0
0.6000000000000001,0.5379691123962402,0.0,1.0
