target,output,train_id,test_id
0.6000000000000001,0.5658922791481018,0.0,1.0
0.6000000000000001,0.4601881504058838,0.0,1.0
0.6000000000000001,0.6028945446014404,0.0,1.0
0.6000000000000001,0.603739857673645,0.0,1.0
0.6000000000000001,0.603739857673645,0.0,1.0
0.6000000000000001,0.6028945446014404,0.0,1.0
0.6000000000000001,0.5405588150024414,0.0,1.0
0.6000000000000001,0.5658922791481018,0.0,1.0
0.6000000000000001,0.4601881504058838,0.0,1.0
0.6000000000000001,0.609695553779602,0.0,1.0
0.3999999999999999,0.5475730895996094,0.0,1.0
0.3999999999999999,0.48619017004966736,0.0,1.0
0.3999999999999999,0.5506879091262817,0.0,1.0
0.8,0.8057055473327637,0.0,1.0
0.3999999999999999,0.5214152336120605,0.0,1.0
0.8,0.7019351720809937,0.0,1.0
0.6000000000000001,0.44110676646232605,0.0,1.0
1.0,0.7083389759063721,0.0,1.0
0.6000000000000001,0.5194299221038818,0.0,1.0
0.3999999999999999,0.5378636121749878,0.0,1.0
1.0,0.7083389759063721,0.0,1.0
0.8,0.5877643823623657,0.0,1.0
1.0,0.6494724750518799,0.0,1.0
0.3999999999999999,0.30328842997550964,0.0,1.0
0.6000000000000001,0.5028082132339478,0.0,1.0
0.6000000000000001,0.5864858627319336,0.0,1.0
0.6000000000000001,0.5980677604675293,0.0,1.0
0.6000000000000001,0.6307437419891357,0.0,1.0
0.6000000000000001,0.5671005249023438,0.0,1.0
0.8,0.733293890953064,0.0,1.0
0.6000000000000001,0.5684113502502441,0.0,1.0
0.6000000000000001,0.42354056239128113,0.0,1.0
0.6000000000000001,0.6176409721374512,0.0,1.0
0.6000000000000001,0.6133272647857666,0.0,1.0
0.3999999999999999,0.5420359373092651,0.0,1.0
0.3999999999999999,0.6584082841873169,0.0,1.0
0.3999999999999999,0.5409026145935059,0.0,1.0
0.6000000000000001,0.5729148387908936,0.0,1.0
0.3999999999999999,0.5422131419181824,0.0,1.0
0.3999999999999999,0.5422131419181824,0.0,1.0
0.6000000000000001,0.5588501691818237,0.0,1.0
0.6000000000000001,0.5562582015991211,0.0,1.0
0.6000000000000001,0.5627408027648926,0.0,1.0
0.6000000000000001,0.5510131120681763,0.0,1.0
0.6000000000000001,0.5541186332702637,0.0,1.0
0.8,0.5804494619369507,0.0,1.0
0.19999999999999996,0.4524424374103546,0.0,1.0
0.3999999999999999,0.44537535309791565,0.0,1.0
0.6000000000000001,0.5627408027648926,0.0,1.0
0.3999999999999999,0.610089898109436,0.0,1.0
0.6000000000000001,0.6882543563842773,0.0,1.0
0.8,0.671055793762207,0.0,1.0
0.8,0.6305382251739502,0.0,1.0
0.6000000000000001,0.6501983404159546,0.0,1.0
0.6000000000000001,0.524327278137207,0.0,1.0
0.6000000000000001,0.5904203653335571,0.0,1.0
0.6000000000000001,0.6054511070251465,0.0,1.0
0.6000000000000001,0.5452374219894409,0.0,1.0
0.6000000000000001,0.5346853733062744,0.0,1.0
0.6000000000000001,0.6073449850082397,0.0,1.0
0.6000000000000001,0.5304783582687378,0.0,1.0
0.6000000000000001,0.5452374219894409,0.0,1.0
0.3999999999999999,0.34801214933395386,0.0,1.0
0.6000000000000001,0.5346853137016296,0.0,1.0
0.6000000000000001,0.5627702474594116,0.0,1.0
0.3999999999999999,0.4215196669101715,0.0,1.0
0.8,0.7708088159561157,0.0,1.0
0.3999999999999999,0.4177776575088501,0.0,1.0
1.0,0.6800719499588013,0.0,1.0
0.3999999999999999,0.5704610347747803,0.0,1.0
0.6000000000000001,0.48206648230552673,0.0,1.0
0.3999999999999999,0.4733628034591675,0.0,1.0
0.3999999999999999,0.5553423762321472,0.0,1.0
0.6000000000000001,0.36309555172920227,0.0,1.0
1.0,0.6800719499588013,0.0,1.0
0.3999999999999999,0.5704610347747803,0.0,1.0
0.8,0.7610316276550293,0.0,1.0
0.8,0.6741722822189331,0.0,1.0
0.3999999999999999,0.5924900770187378,0.0,1.0
0.3999999999999999,0.4101544916629791,0.0,1.0
0.6000000000000001,0.6916947364807129,0.0,1.0
0.6000000000000001,0.6032426357269287,0.0,1.0
0.3999999999999999,0.5148835182189941,0.0,1.0
0.6000000000000001,0.5832868814468384,0.0,1.0
0.3999999999999999,0.4425937831401825,0.0,1.0
0.6000000000000001,0.4389409124851227,0.0,1.0
0.6000000000000001,0.45810428261756897,0.0,1.0
0.6000000000000001,0.5698268413543701,0.0,1.0
0.3999999999999999,0.4425937831401825,0.0,1.0
0.6000000000000001,0.4389409124851227,0.0,1.0
0.6000000000000001,0.45810428261756897,0.0,1.0
0.3999999999999999,0.4765092730522156,0.0,1.0
0.8,0.7668468952178955,0.0,1.0
0.8,0.7692667245864868,0.0,1.0
0.8,0.6764892339706421,0.0,1.0
0.6000000000000001,0.5131248831748962,0.0,1.0
0.6000000000000001,0.4801205098628998,0.0,1.0
0.8,0.5023424625396729,0.0,1.0
0.19999999999999996,0.37735217809677124,0.0,1.0
0.6000000000000001,0.4801205098628998,0.0,1.0
0.3999999999999999,0.5666042566299438,0.0,1.0
